Location,Source,Date,Water Level (FT),Elevation (FT) NAVD88,Temp (C),Conductivity (UMHOS),Calc Discharge (CFS),Comments
AMW-01B,TREC,6/29/2017 12:15,-10.32,5459.28,11.017,,,
AMW-01B,TREC,6/29/2017 12:30,-10.32,5459.28,11.016,,,
AMW-01B,TREC,6/29/2017 12:45,-10.32,5459.28,11.011,,,
AMW-01B,TREC,6/29/2017 13:00,-10.32,5459.28,11.005,,,
AMW-01B,TREC,6/29/2017 13:15,-10.32,5459.28,10.97,,,
AMW-01B,TREC,6/29/2017 13:30,-10.32,5459.28,10.986,,,
AMW-01B,TREC,6/29/2017 13:45,-10.32,5459.28,11.016,,,
AMW-01B,TREC,6/29/2017 14:00,-10.32,5459.28,10.97,,,
AMW-01B,TREC,6/29/2017 14:15,-10.31,5459.29,11.018,,,
AMW-01B,TREC,6/29/2017 14:30,-10.31,5459.29,11.031,,,
AMW-01B,TREC,6/29/2017 14:45,-10.3,5459.3,11.016,,,
AMW-01B,TREC,6/29/2017 15:00,-10.31,5459.29,11.07,,,
AMW-01B,TREC,6/29/2017 15:15,-10.31,5459.29,11.034,,,
AMW-01B,TREC,6/29/2017 15:30,-10.32,5459.28,11.024,,,
AMW-01B,TREC,6/29/2017 15:45,-10.31,5459.29,11.045,,,
AMW-01B,TREC,6/29/2017 16:00,-10.32,5459.28,11.055,,,
AMW-01B,TREC,6/29/2017 16:15,-10.32,5459.28,11.051,,,
AMW-01B,TREC,6/29/2017 16:30,-10.32,5459.28,11.054,,,
AMW-01B,TREC,6/29/2017 16:45,-10.31,5459.29,11.049,,,
AMW-01B,TREC,6/29/2017 17:00,-10.32,5459.28,11.018,,,
AMW-01B,TREC,6/29/2017 17:15,-10.32,5459.28,11.013,,,
AMW-01B,TREC,6/29/2017 17:30,-10.32,5459.28,11.046,,,
AMW-01B,TREC,6/29/2017 17:45,-10.31,5459.29,11.05,,,
AMW-01B,TREC,6/29/2017 18:00,-10.32,5459.28,11.002,,,
AMW-01B,TREC,6/29/2017 18:15,-10.32,5459.28,11.003,,,
AMW-01B,TREC,6/29/2017 18:30,-10.32,5459.28,11.033,,,
AMW-01B,TREC,6/29/2017 18:45,-10.32,5459.28,11.021,,,
AMW-01B,TREC,6/29/2017 19:00,-10.32,5459.28,11.045,,,
AMW-01B,TREC,6/29/2017 19:15,-10.32,5459.28,11.027,,,
AMW-01B,TREC,6/29/2017 19:30,-10.32,5459.28,11.034,,,
AMW-01B,TREC,6/29/2017 19:45,-10.32,5459.28,11.02,,,
AMW-01B,TREC,6/29/2017 20:00,-10.32,5459.28,10.993,,,
AMW-01B,TREC,6/29/2017 20:15,-10.32,5459.28,11.022,,,
AMW-01B,TREC,6/29/2017 20:30,-10.32,5459.28,11.033,,,
AMW-01B,TREC,6/29/2017 20:45,-10.31,5459.29,11.013,,,
AMW-01B,TREC,6/29/2017 21:00,-10.32,5459.28,10.991,,,
AMW-01B,TREC,6/29/2017 21:15,-10.31,5459.29,10.994,,,
AMW-01B,TREC,6/29/2017 21:30,-10.32,5459.28,11.03,,,
AMW-01B,TREC,6/29/2017 21:45,-10.31,5459.29,11.029,,,
AMW-01B,TREC,6/29/2017 22:00,-10.32,5459.28,11,,,
AMW-01B,TREC,6/29/2017 22:15,-10.32,5459.28,11.006,,,
AMW-01B,TREC,6/29/2017 22:30,-10.32,5459.28,11.022,,,
AMW-01B,TREC,6/29/2017 22:45,-10.31,5459.29,10.997,,,
AMW-01B,TREC,6/29/2017 23:00,-10.33,5459.27,11.019,,,
AMW-01B,TREC,6/29/2017 23:15,-10.33,5459.27,11.027,,,
AMW-01B,TREC,6/29/2017 23:30,-10.33,5459.27,11.002,,,
AMW-01B,TREC,6/29/2017 23:45,-10.32,5459.28,10.971,,,
AMW-01B,TREC,6/30/2017 0:00,-10.33,5459.27,11.039,,,
AMW-01B,TREC,6/30/2017 0:15,-10.32,5459.28,11.009,,,
AMW-01B,TREC,6/30/2017 0:30,-10.33,5459.27,11.059,,,
AMW-01B,TREC,6/30/2017 0:45,-10.33,5459.27,11.01,,,
AMW-01B,TREC,6/30/2017 1:00,-10.32,5459.28,11.029,,,
AMW-01B,TREC,6/30/2017 1:15,-10.33,5459.27,11.032,,,
AMW-01B,TREC,6/30/2017 1:30,-10.32,5459.28,11.028,,,
AMW-01B,TREC,6/30/2017 1:45,-10.32,5459.28,11.02,,,
AMW-01B,TREC,6/30/2017 2:00,-10.32,5459.28,11.016,,,
AMW-01B,TREC,6/30/2017 2:15,-10.31,5459.29,11.061,,,
AMW-01B,TREC,6/30/2017 2:30,-10.32,5459.28,10.976,,,
AMW-01B,TREC,6/30/2017 2:45,-10.32,5459.28,10.99,,,
AMW-01B,TREC,6/30/2017 3:00,-10.32,5459.28,10.98,,,
AMW-01B,TREC,6/30/2017 3:15,-10.32,5459.28,10.977,,,
AMW-01B,TREC,6/30/2017 3:30,-10.32,5459.28,11.046,,,
AMW-01B,TREC,6/30/2017 3:45,-10.32,5459.28,11.057,,,
AMW-01B,TREC,6/30/2017 4:00,-10.32,5459.28,11.008,,,
AMW-01B,TREC,6/30/2017 4:15,-10.31,5459.29,11.048,,,
AMW-01B,TREC,6/30/2017 4:30,-10.32,5459.28,11.023,,,
AMW-01B,TREC,6/30/2017 4:45,-10.31,5459.29,11.045,,,
AMW-01B,TREC,6/30/2017 5:00,-10.31,5459.29,11.04,,,
AMW-01B,TREC,6/30/2017 5:15,-10.32,5459.28,10.991,,,
AMW-01B,TREC,6/30/2017 5:30,-10.32,5459.28,11.027,,,
AMW-01B,TREC,6/30/2017 5:45,-10.31,5459.29,10.993,,,
AMW-01B,TREC,6/30/2017 6:00,-10.32,5459.28,11.054,,,
AMW-01B,TREC,6/30/2017 6:15,-10.32,5459.28,10.976,,,
AMW-01B,TREC,6/30/2017 6:30,-10.32,5459.28,11.023,,,
AMW-01B,TREC,6/30/2017 6:45,-10.32,5459.28,10.991,,,
AMW-01B,TREC,6/30/2017 7:00,-10.32,5459.28,11.036,,,
AMW-01B,TREC,6/30/2017 7:15,-10.33,5459.27,11.021,,,
AMW-01B,TREC,6/30/2017 7:30,-10.33,5459.27,11.001,,,
AMW-01B,TREC,6/30/2017 7:45,-10.33,5459.27,11.001,,,
AMW-01B,TREC,6/30/2017 8:00,-10.33,5459.27,11.005,,,
AMW-01B,TREC,6/30/2017 8:15,-10.34,5459.26,10.992,,,
AMW-01B,TREC,6/30/2017 8:30,-10.33,5459.27,11.037,,,
AMW-01B,TREC,6/30/2017 8:45,-10.34,5459.26,11.041,,,
AMW-01B,TREC,6/30/2017 9:00,-10.33,5459.27,11.032,,,
AMW-01B,TREC,6/30/2017 9:15,-10.33,5459.27,11.019,,,
AMW-01B,TREC,6/30/2017 9:30,-10.33,5459.27,11.022,,,
AMW-01B,TREC,6/30/2017 9:45,-10.34,5459.26,11.077,,,
AMW-01B,TREC,6/30/2017 10:00,-10.32,5459.28,10.999,,,
AMW-01B,TREC,6/30/2017 10:15,-10.33,5459.27,11.026,,,
AMW-01B,TREC,6/30/2017 10:30,-10.32,5459.28,11.023,,,
AMW-01B,TREC,6/30/2017 10:45,-10.33,5459.27,11.007,,,
AMW-01B,TREC,6/30/2017 11:00,-10.32,5459.28,11.022,,,
AMW-01B,TREC,6/30/2017 11:15,-10.33,5459.27,11.04,,,
AMW-01B,TREC,6/30/2017 11:30,-10.31,5459.29,11.046,,,
AMW-01B,TREC,6/30/2017 11:45,-10.32,5459.28,11.012,,,
AMW-01B,TREC,6/30/2017 12:00,-10.32,5459.28,10.999,,,
AMW-01B,TREC,6/30/2017 12:15,-10.33,5459.27,11.006,,,
AMW-01B,TREC,6/30/2017 12:30,-10.32,5459.28,11.012,,,
AMW-01B,TREC,6/30/2017 12:45,-10.32,5459.28,11.047,,,
AMW-01B,TREC,6/30/2017 13:00,-10.31,5459.29,11.031,,,
AMW-01B,TREC,6/30/2017 13:15,-10.32,5459.28,11.046,,,
AMW-01B,TREC,6/30/2017 13:30,-10.31,5459.29,11.045,,,
AMW-01B,TREC,6/30/2017 13:45,-10.32,5459.28,11.039,,,
AMW-01B,TREC,6/30/2017 14:00,-10.31,5459.29,11.003,,,
AMW-01B,TREC,6/30/2017 14:15,-10.32,5459.28,10.992,,,
AMW-01B,TREC,6/30/2017 14:30,-10.3,5459.3,10.976,,,
AMW-01B,TREC,6/30/2017 14:45,-10.31,5459.29,11.071,,,
AMW-01B,TREC,6/30/2017 15:00,-10.31,5459.29,11.017,,,
AMW-01B,TREC,6/30/2017 15:15,-10.32,5459.28,11.002,,,
AMW-01B,TREC,6/30/2017 15:30,-10.31,5459.29,11.036,,,
AMW-01B,TREC,6/30/2017 15:45,-10.31,5459.29,11.026,,,
AMW-01B,TREC,6/30/2017 16:00,-10.31,5459.29,11.044,,,
AMW-01B,TREC,6/30/2017 16:15,-10.32,5459.28,11.003,,,
AMW-01B,TREC,6/30/2017 16:30,-10.31,5459.29,10.987,,,
AMW-01B,TREC,6/30/2017 16:45,-10.31,5459.29,11.029,,,
AMW-01B,TREC,6/30/2017 17:00,-10.3,5459.3,11.038,,,
AMW-01B,TREC,6/30/2017 17:15,-10.3,5459.3,10.98,,,
AMW-01B,TREC,6/30/2017 17:30,-10.3,5459.3,11.033,,,
AMW-01B,TREC,6/30/2017 17:45,-10.31,5459.29,10.989,,,
AMW-01B,TREC,6/30/2017 18:00,-10.3,5459.3,11.02,,,
AMW-01B,TREC,6/30/2017 18:15,-10.3,5459.3,11.019,,,
AMW-01B,TREC,6/30/2017 18:30,-10.3,5459.3,11.034,,,
AMW-01B,TREC,6/30/2017 18:45,-10.3,5459.3,11.019,,,
AMW-01B,TREC,6/30/2017 19:00,-10.3,5459.3,10.984,,,
AMW-01B,TREC,6/30/2017 19:15,-10.3,5459.3,11.046,,,
AMW-01B,TREC,6/30/2017 19:30,-10.3,5459.3,10.992,,,
AMW-01B,TREC,6/30/2017 19:45,-10.3,5459.3,11.043,,,
AMW-01B,TREC,6/30/2017 20:00,-10.3,5459.3,10.97,,,
AMW-01B,TREC,6/30/2017 20:15,-10.29,5459.31,11.015,,,
AMW-01B,TREC,6/30/2017 20:30,-10.3,5459.3,10.993,,,
AMW-01B,TREC,6/30/2017 20:45,-10.29,5459.31,11.023,,,
AMW-01B,TREC,6/30/2017 21:00,-10.3,5459.3,10.96,,,
AMW-01B,TREC,6/30/2017 21:15,-10.29,5459.31,10.994,,,
AMW-01B,TREC,6/30/2017 21:30,-10.3,5459.3,11.014,,,
AMW-01B,TREC,6/30/2017 21:45,-10.3,5459.3,10.981,,,
AMW-01B,TREC,6/30/2017 22:00,-10.3,5459.3,11.028,,,
AMW-01B,TREC,6/30/2017 22:15,-10.3,5459.3,11.021,,,
AMW-01B,TREC,6/30/2017 22:30,-10.3,5459.3,11.034,,,
AMW-01B,TREC,6/30/2017 22:45,-10.3,5459.3,11.014,,,
AMW-01B,TREC,6/30/2017 23:00,-10.3,5459.3,11.002,,,
AMW-01B,TREC,6/30/2017 23:15,-10.3,5459.3,11.037,,,
AMW-01B,TREC,6/30/2017 23:30,-10.31,5459.29,11.054,,,
AMW-01B,TREC,6/30/2017 23:45,-10.31,5459.29,11.051,,,
AMW-01B,TREC,7/1/2017 0:00,-10.31,5459.29,11.062,,,
AMW-01B,TREC,7/1/2017 0:15,-10.3,5459.3,11.072,,,
AMW-01B,TREC,7/1/2017 0:30,-10.3,5459.3,10.991,,,
AMW-01B,TREC,7/1/2017 0:45,-10.31,5459.29,11.065,,,
AMW-01B,TREC,7/1/2017 1:00,-10.31,5459.29,11.071,,,
AMW-01B,TREC,7/1/2017 1:15,-10.31,5459.29,11.005,,,
AMW-01B,TREC,7/1/2017 1:30,-10.3,5459.3,11.017,,,
AMW-01B,TREC,7/1/2017 1:45,-10.3,5459.3,11.009,,,
AMW-01B,TREC,7/1/2017 2:00,-10.3,5459.3,11.02,,,
AMW-01B,TREC,7/1/2017 2:15,-10.3,5459.3,11.012,,,
AMW-01B,TREC,7/1/2017 2:30,-10.3,5459.3,11.072,,,
AMW-01B,TREC,7/1/2017 2:45,-10.31,5459.29,11.01,,,
AMW-01B,TREC,7/1/2017 3:00,-10.3,5459.3,11.051,,,
AMW-01B,TREC,7/1/2017 3:15,-10.29,5459.31,11.003,,,
AMW-01B,TREC,7/1/2017 3:30,-10.3,5459.3,11.053,,,
AMW-01B,TREC,7/1/2017 3:45,-10.29,5459.31,11.02,,,
AMW-01B,TREC,7/1/2017 4:00,-10.3,5459.3,11.005,,,
AMW-01B,TREC,7/1/2017 4:15,-10.3,5459.3,10.991,,,
AMW-01B,TREC,7/1/2017 4:30,-10.3,5459.3,10.979,,,
AMW-01B,TREC,7/1/2017 4:45,-10.3,5459.3,11.033,,,
AMW-01B,TREC,7/1/2017 5:00,-10.3,5459.3,11.056,,,
AMW-01B,TREC,7/1/2017 5:15,-10.3,5459.3,11.002,,,
AMW-01B,TREC,7/1/2017 5:30,-10.3,5459.3,11.009,,,
AMW-01B,TREC,7/1/2017 5:45,-10.3,5459.3,11.072,,,
AMW-01B,TREC,7/1/2017 6:00,-10.3,5459.3,10.987,,,
AMW-01B,TREC,7/1/2017 6:15,-10.3,5459.3,11.023,,,
AMW-01B,TREC,7/1/2017 6:30,-10.31,5459.29,11.021,,,
AMW-01B,TREC,7/1/2017 6:45,-10.31,5459.29,11.058,,,
AMW-01B,TREC,7/1/2017 7:00,-10.3,5459.3,11.057,,,
AMW-01B,TREC,7/1/2017 7:15,-10.31,5459.29,11.04,,,
AMW-01B,TREC,7/1/2017 7:30,-10.31,5459.29,11.037,,,
AMW-01B,TREC,7/1/2017 7:45,-10.31,5459.29,11.053,,,
AMW-01B,TREC,7/1/2017 8:00,-10.3,5459.3,11.008,,,
AMW-01B,TREC,7/1/2017 8:15,-10.31,5459.29,10.994,,,
AMW-01B,TREC,7/1/2017 8:30,-10.3,5459.3,11.066,,,
AMW-01B,TREC,7/1/2017 8:45,-10.31,5459.29,11.025,,,
AMW-01B,TREC,7/1/2017 9:00,-10.3,5459.3,11.014,,,
AMW-01B,TREC,7/1/2017 9:15,-10.32,5459.28,11.033,,,
AMW-01B,TREC,7/1/2017 9:30,-10.3,5459.3,11.022,,,
AMW-01B,TREC,7/1/2017 9:45,-10.31,5459.29,10.983,,,
AMW-01B,TREC,7/1/2017 10:00,-10.3,5459.3,11.051,,,
AMW-01B,TREC,7/1/2017 10:15,-10.31,5459.29,11.027,,,
AMW-01B,TREC,7/1/2017 10:30,-10.3,5459.3,10.999,,,
AMW-01B,TREC,7/1/2017 10:45,-10.3,5459.3,11.033,,,
AMW-01B,TREC,7/1/2017 11:00,-10.29,5459.31,11.075,,,
AMW-01B,TREC,7/1/2017 11:15,-10.3,5459.3,11.013,,,
AMW-01B,TREC,7/1/2017 11:30,-10.29,5459.31,11.053,,,
AMW-01B,TREC,7/1/2017 11:45,-10.3,5459.3,10.999,,,
AMW-01B,TREC,7/1/2017 12:00,-10.3,5459.3,10.992,,,
AMW-01B,TREC,7/1/2017 12:15,-10.3,5459.3,10.967,,,
AMW-01B,TREC,7/1/2017 12:30,-10.3,5459.3,11.035,,,
AMW-01B,TREC,7/1/2017 12:45,-10.3,5459.3,11.033,,,
AMW-01B,TREC,7/1/2017 13:00,-10.29,5459.31,11.009,,,
AMW-01B,TREC,7/1/2017 13:15,-10.3,5459.3,11.054,,,
AMW-01B,TREC,7/1/2017 13:30,-10.29,5459.31,11.019,,,
AMW-01B,TREC,7/1/2017 13:45,-10.3,5459.3,11.055,,,
AMW-01B,TREC,7/1/2017 14:00,-10.29,5459.31,11.042,,,
AMW-01B,TREC,7/1/2017 14:15,-10.29,5459.31,11.073,,,
AMW-01B,TREC,7/1/2017 14:30,-10.3,5459.3,11.024,,,
AMW-01B,TREC,7/1/2017 14:45,-10.3,5459.3,10.977,,,
AMW-01B,TREC,7/1/2017 15:00,-10.29,5459.31,11.032,,,
AMW-01B,TREC,7/1/2017 15:15,-10.3,5459.3,11.006,,,
AMW-01B,TREC,7/1/2017 15:30,-10.29,5459.31,11.029,,,
AMW-01B,TREC,7/1/2017 15:45,-10.3,5459.3,10.99,,,
AMW-01B,TREC,7/1/2017 16:00,-10.29,5459.31,11.062,,,
AMW-01B,TREC,7/1/2017 16:15,-10.3,5459.3,11.023,,,
AMW-01B,TREC,7/1/2017 16:30,-10.29,5459.31,10.95,,,
AMW-01B,TREC,7/1/2017 16:45,-10.28,5459.32,11.056,,,
AMW-01B,TREC,7/1/2017 17:00,-10.29,5459.31,11.053,,,
AMW-01B,TREC,7/1/2017 17:15,-10.29,5459.31,11.03,,,
AMW-01B,TREC,7/1/2017 17:30,-10.29,5459.31,11.023,,,
AMW-01B,TREC,7/1/2017 17:45,-10.28,5459.32,11.006,,,
AMW-01B,TREC,7/1/2017 18:00,-10.29,5459.31,10.992,,,
AMW-01B,TREC,7/1/2017 18:15,-10.28,5459.32,11.012,,,
AMW-01B,TREC,7/1/2017 18:30,-10.29,5459.31,11.027,,,
AMW-01B,TREC,7/1/2017 18:45,-10.29,5459.31,11.063,,,
AMW-01B,TREC,7/1/2017 19:00,-10.29,5459.31,10.996,,,
AMW-01B,TREC,7/1/2017 19:15,-10.29,5459.31,11.042,,,
AMW-01B,TREC,7/1/2017 19:30,-10.29,5459.31,11.021,,,
AMW-01B,TREC,7/1/2017 19:45,-10.28,5459.32,11.026,,,
AMW-01B,TREC,7/1/2017 20:00,-10.29,5459.31,10.971,,,
AMW-01B,TREC,7/1/2017 20:15,-10.28,5459.32,11.027,,,
AMW-01B,TREC,7/1/2017 20:30,-10.29,5459.31,11.027,,,
AMW-01B,TREC,7/1/2017 20:45,-10.28,5459.32,11.005,,,
AMW-01B,TREC,7/1/2017 21:00,-10.3,5459.3,11.011,,,
AMW-01B,TREC,7/1/2017 21:15,-10.29,5459.31,10.99,,,
AMW-01B,TREC,7/1/2017 21:30,-10.3,5459.3,11.071,,,
AMW-01B,TREC,7/1/2017 21:45,-10.3,5459.3,11.024,,,
AMW-01B,TREC,7/1/2017 22:00,-10.31,5459.29,11.081,,,
AMW-01B,TREC,7/1/2017 22:15,-10.31,5459.29,10.991,,,
AMW-01B,TREC,7/1/2017 22:30,-10.3,5459.3,11.023,,,
AMW-01B,TREC,7/1/2017 22:45,-10.3,5459.3,11.009,,,
AMW-01B,TREC,7/1/2017 23:00,-10.3,5459.3,11.048,,,
AMW-01B,TREC,7/1/2017 23:15,-10.3,5459.3,11.044,,,
AMW-01B,TREC,7/1/2017 23:30,-10.29,5459.31,11.015,,,
AMW-01B,TREC,7/1/2017 23:45,-10.29,5459.31,11.059,,,
AMW-01B,TREC,7/2/2017 0:00,-10.3,5459.3,11.064,,,
AMW-01B,TREC,7/2/2017 0:15,-10.3,5459.3,11.051,,,
AMW-01B,TREC,7/2/2017 0:30,-10.3,5459.3,11.041,,,
AMW-01B,TREC,7/2/2017 0:45,-10.31,5459.29,11.027,,,
AMW-01B,TREC,7/2/2017 1:00,-10.3,5459.3,11.049,,,
AMW-01B,TREC,7/2/2017 1:15,-10.3,5459.3,11.073,,,
AMW-01B,TREC,7/2/2017 1:30,-10.3,5459.3,11.036,,,
AMW-01B,TREC,7/2/2017 1:45,-10.3,5459.3,11.033,,,
AMW-01B,TREC,7/2/2017 2:00,-10.3,5459.3,11.034,,,
AMW-01B,TREC,7/2/2017 2:15,-10.29,5459.31,11.069,,,
AMW-01B,TREC,7/2/2017 2:30,-10.3,5459.3,10.977,,,
AMW-01B,TREC,7/2/2017 2:45,-10.3,5459.3,11.026,,,
AMW-01B,TREC,7/2/2017 3:00,-10.3,5459.3,11.045,,,
AMW-01B,TREC,7/2/2017 3:15,-10.29,5459.31,11.044,,,
AMW-01B,TREC,7/2/2017 3:30,-10.29,5459.31,10.975,,,
AMW-01B,TREC,7/2/2017 3:45,-10.29,5459.31,11.052,,,
AMW-01B,TREC,7/2/2017 4:00,-10.29,5459.31,11.051,,,
AMW-01B,TREC,7/2/2017 4:15,-10.29,5459.31,11.048,,,
AMW-01B,TREC,7/2/2017 4:30,-10.3,5459.3,11.012,,,
AMW-01B,TREC,7/2/2017 4:45,-10.31,5459.29,11.043,,,
AMW-01B,TREC,7/2/2017 5:00,-10.29,5459.31,11.033,,,
AMW-01B,TREC,7/2/2017 5:15,-10.27,5459.33,11.054,,,
AMW-01B,TREC,7/2/2017 5:30,-10.3,5459.3,11.072,,,
AMW-01B,TREC,7/2/2017 5:45,-10.28,5459.32,11.05,,,
AMW-01B,TREC,7/2/2017 6:00,-10.32,5459.28,11.018,,,
AMW-01B,TREC,7/2/2017 6:15,-10.35,5459.25,11.049,,,
AMW-01B,TREC,7/2/2017 6:30,-10.31,5459.29,11.079,,,
AMW-01B,TREC,7/2/2017 6:45,-10.3,5459.3,11.004,,,
AMW-01B,TREC,7/2/2017 7:00,-10.31,5459.29,11.05,,,
AMW-01B,TREC,7/2/2017 7:15,-10.3,5459.3,11.047,,,
AMW-01B,TREC,7/2/2017 7:30,-10.31,5459.29,11.056,,,
AMW-01B,TREC,7/2/2017 7:45,-10.3,5459.3,11.043,,,
AMW-01B,TREC,7/2/2017 8:00,-10.31,5459.29,11.046,,,
AMW-01B,TREC,7/2/2017 8:15,-10.32,5459.28,10.992,,,
AMW-01B,TREC,7/2/2017 8:30,-10.31,5459.29,11.018,,,
AMW-01B,TREC,7/2/2017 8:45,-10.31,5459.29,11.036,,,
AMW-01B,TREC,7/2/2017 9:00,-10.31,5459.29,11.013,,,
AMW-01B,TREC,7/2/2017 9:15,-10.32,5459.28,11.047,,,
AMW-01B,TREC,7/2/2017 9:30,-10.31,5459.29,11.059,,,
AMW-01B,TREC,7/2/2017 9:45,-10.3,5459.3,11.002,,,
AMW-01B,TREC,7/2/2017 10:00,-10.3,5459.3,11.037,,,
AMW-01B,TREC,7/2/2017 10:15,-10.3,5459.3,11.012,,,
AMW-01B,TREC,7/2/2017 10:30,-10.31,5459.29,10.997,,,
AMW-01B,TREC,7/2/2017 10:45,-10.32,5459.28,11.011,,,
AMW-01B,TREC,7/2/2017 11:00,-10.3,5459.3,11.049,,,
AMW-01B,TREC,7/2/2017 11:15,-10.31,5459.29,11.027,,,
AMW-01B,TREC,7/2/2017 11:30,-10.3,5459.3,11.051,,,
AMW-01B,TREC,7/2/2017 11:45,-10.31,5459.29,11.039,,,
AMW-01B,TREC,7/2/2017 12:00,-10.31,5459.29,11.048,,,
AMW-01B,TREC,7/2/2017 12:15,-10.31,5459.29,11.018,,,
AMW-01B,TREC,7/2/2017 12:30,-10.3,5459.3,11.006,,,
AMW-01B,TREC,7/2/2017 12:45,-10.3,5459.3,11.001,,,
AMW-01B,TREC,7/2/2017 13:00,-10.3,5459.3,11.027,,,
AMW-01B,TREC,7/2/2017 13:15,-10.3,5459.3,11.014,,,
AMW-01B,TREC,7/2/2017 13:30,-10.3,5459.3,10.989,,,
AMW-01B,TREC,7/2/2017 13:45,-10.3,5459.3,11.092,,,
AMW-01B,TREC,7/2/2017 14:00,-10.29,5459.31,11.037,,,
AMW-01B,TREC,7/2/2017 14:15,-10.3,5459.3,11.019,,,
AMW-01B,TREC,7/2/2017 14:30,-10.29,5459.31,11.046,,,
AMW-01B,TREC,7/2/2017 14:45,-10.28,5459.32,11.005,,,
AMW-01B,TREC,7/2/2017 15:00,-10.28,5459.32,11.019,,,
AMW-01B,TREC,7/2/2017 15:15,-10.25,5459.35,11.051,,,
AMW-01B,TREC,7/2/2017 15:30,-10.3,5459.3,11.014,,,
AMW-01B,TREC,7/2/2017 15:45,-10.31,5459.29,11.048,,,
AMW-01B,TREC,7/2/2017 16:00,-10.3,5459.3,11.009,,,
AMW-01B,TREC,7/2/2017 16:15,-10.32,5459.28,11.01,,,
AMW-01B,TREC,7/2/2017 16:30,-10.3,5459.3,11,,,
AMW-01B,TREC,7/2/2017 16:45,-10.3,5459.3,11.02,,,
AMW-01B,TREC,7/2/2017 17:00,-10.3,5459.3,11.059,,,
AMW-01B,TREC,7/2/2017 17:15,-10.3,5459.3,11.058,,,
AMW-01B,TREC,7/2/2017 17:30,-10.3,5459.3,11.078,,,
AMW-01B,TREC,7/2/2017 17:45,-10.3,5459.3,11.044,,,
AMW-01B,TREC,7/2/2017 18:00,-10.29,5459.31,10.976,,,
AMW-01B,TREC,7/2/2017 18:15,-10.29,5459.31,11.028,,,
AMW-01B,TREC,7/2/2017 18:30,-10.3,5459.3,11.025,,,
AMW-01B,TREC,7/2/2017 18:45,-10.3,5459.3,11.018,,,
AMW-01B,TREC,7/2/2017 19:00,-10.29,5459.31,11.064,,,
AMW-01B,TREC,7/2/2017 19:15,-10.29,5459.31,11.032,,,
AMW-01B,TREC,7/2/2017 19:30,-10.29,5459.31,11.036,,,
AMW-01B,TREC,7/2/2017 19:45,-10.29,5459.31,11.021,,,
AMW-01B,TREC,7/2/2017 20:00,-10.29,5459.31,11.033,,,
AMW-01B,TREC,7/2/2017 20:15,-10.29,5459.31,11.022,,,
AMW-01B,TREC,7/2/2017 20:30,-10.3,5459.3,11.023,,,
AMW-01B,TREC,7/2/2017 20:45,-10.29,5459.31,11.001,,,
AMW-01B,TREC,7/2/2017 21:00,-10.3,5459.3,11.034,,,
AMW-01B,TREC,7/2/2017 21:15,-10.29,5459.31,11.048,,,
AMW-01B,TREC,7/2/2017 21:30,-10.29,5459.31,11.029,,,
AMW-01B,TREC,7/2/2017 21:45,-10.29,5459.31,11.03,,,
AMW-01B,TREC,7/2/2017 22:00,-10.3,5459.3,11.042,,,
AMW-01B,TREC,7/2/2017 22:15,-10.29,5459.31,11.02,,,
AMW-01B,TREC,7/2/2017 22:30,-10.29,5459.31,11.023,,,
AMW-01B,TREC,7/2/2017 22:45,-10.29,5459.31,11.065,,,
AMW-01B,TREC,7/2/2017 23:00,-10.3,5459.3,11.04,,,
AMW-01B,TREC,7/2/2017 23:15,-10.29,5459.31,11.051,,,
AMW-01B,TREC,7/2/2017 23:30,-10.3,5459.3,11.053,,,
AMW-01B,TREC,7/2/2017 23:45,-10.3,5459.3,11.021,,,
AMW-01B,TREC,7/3/2017 0:00,-10.3,5459.3,11.05,,,
AMW-01B,TREC,7/3/2017 0:15,-10.3,5459.3,11.011,,,
AMW-01B,TREC,7/3/2017 0:30,-10.3,5459.3,11.09,,,
AMW-01B,TREC,7/3/2017 0:45,-10.3,5459.3,11.029,,,
AMW-01B,TREC,7/3/2017 1:00,-10.3,5459.3,11.049,,,
AMW-01B,TREC,7/3/2017 1:15,-10.29,5459.31,11.061,,,
AMW-01B,TREC,7/3/2017 1:30,-10.3,5459.3,11.059,,,
AMW-01B,TREC,7/3/2017 1:45,-10.3,5459.3,11.063,,,
AMW-01B,TREC,7/3/2017 2:00,-10.3,5459.3,11.08,,,
AMW-01B,TREC,7/3/2017 2:15,-10.3,5459.3,11.022,,,
AMW-01B,TREC,7/3/2017 2:30,-10.3,5459.3,11.028,,,
AMW-01B,TREC,7/3/2017 2:45,-10.3,5459.3,11.024,,,
AMW-01B,TREC,7/3/2017 3:00,-10.29,5459.31,11.016,,,
AMW-01B,TREC,7/3/2017 3:15,-10.29,5459.31,11.09,,,
AMW-01B,TREC,7/3/2017 3:30,-10.3,5459.3,11.071,,,
AMW-01B,TREC,7/3/2017 3:45,-10.3,5459.3,11.091,,,
AMW-01B,TREC,7/3/2017 4:00,-10.3,5459.3,11.008,,,
AMW-01B,TREC,7/3/2017 4:15,-10.29,5459.31,11.04,,,
AMW-01B,TREC,7/3/2017 4:30,-10.29,5459.31,11.03,,,
AMW-01B,TREC,7/3/2017 4:45,-10.29,5459.31,11.048,,,
AMW-01B,TREC,7/3/2017 5:00,-10.3,5459.3,11.073,,,
AMW-01B,TREC,7/3/2017 5:15,-10.3,5459.3,11.051,,,
